,ISIN,COMPANY_CODE,SECTOR_CODE,REPORTING_YEAR,N_SDG1,N_SDG2,N_SDG3,N_SDG4,N_SDG5,N_SDG6,N_SDG7,N_SDG8,N_SDG9,N_SDG10,N_SDG11,N_SDG12,N_SDG13,N_SDG14,N_SDG15,N_SDG16,N_SDG17,Market Value
4128,SA0007879089,SAUDIB00002,FINS,2022,0,0,-110000,0,0,-63000,0,-1500000000,-490000000,0,-20000,-20000,-770000,-13000,-17000,0,0,"$12,562.88 "
4135,JP3820000002,FUJIEL00001,EEMA,2022,0,0,-3200000,0,0,-360000,0,0,0,0,-3200000,-1200000,-18000000,-160000,-100000,0,0,"$4,925.93 "
4142,CNE100004900,ZHONGT00002,FINS,2022,0,0,-110000,0,0,-75000,0,0,0,0,-16000,-16000,-630000,-11000,-21000,0,0,"$1,902.32 "
4149,GB00B39J2M42,UNITED00006,WATE,2022,0,0,-42000000,0,0,-18000000,0,-49000000,-24000000,0,-11000000,-11000000,-34000000,-7000000,-3500000,0,0,"$8,998.13 "
4156,JP3481800005,DAIKIN00001,EEMA,2022,0,0,-36000000,0,0,-15000000,0,0,0,0,-8400000,-8500000,-76000000,-5800000,-3000000,0,0,"$39,744.43 "
4163,JP3818000006,FUJITS00001,EEMA,2022,0,0,-3300000,0,0,-190000,0,0,0,0,-20000,-320000,-30000000,-620000,-63000,0,0,"$23,796.79 "
4170,INE733E01010,NTPCXX00001,GENE,2022,0,0,-940000000,0,0,-300000000,0,0,0,0,-890000000,-310000000,-15000000000,-18000000,-93000000,0,0,"$10,019.27 "
4177,CNE100000Z75,ANHUIH00002,BLDG,2022,0,0,-2000000,0,0,-650000,0,0,0,0,-600000,-480000,-6400000,-310000,-130000,0,0,"$1,819.24 "
4184,JP3539220008,TDHOLD00001,FINS,2022,0,0,-62000,0,0,-25000,0,0,0,0,-18000,-16000,-2800000,-9900,-5200,0,0,"$5,906.22 "
4191,US46187W1071,INVITA00001,RESS,2022,0,0,-410000,0,0,-190000,0,0,0,0,-88000,-86000,-480000,-60000,-45000,0,0,"$19,627.80 "
4198,JP3131090007,IIDAGR00001,RESS,2022,0,0,-2100000,0,0,-930000,0,0,0,0,-440000,-430000,-15000000,-300000,-220000,0,0,"$2,343.67 "
4205,ES0148396007,INDITE00001,CLOT,2022,0,0,-3600000,0,0,-140000,0,0,0,0,-12000,-360000,-28000000,-690000,-44000,0,0,"$37,934.70 "
4212,NO0010208051,YARAIN00001,AGRO,2022,0,0,-380000000,0,0,-24000000,0,0,0,0,-11000000,-41000000,-880000000,-72000000,-6900000,0,0,"$7,191.83 "
4219,INE585B01010,MARUTI00001,TRAN,2022,0,0,-4400000,0,0,-1900000,0,-9200000,-4600000,0,-1000000,-1000000,-22000000,-700000,-400000,0,0,"$13,961.34 "
4226,INE090A01021,ICICIB00001,FINS,2022,0,0,-790000,0,0,-520000,0,-5300000000,-1800000000,0,-120000,-110000,-7100000,-76000,-150000,0,0,"$76,599.03 "
4233,JP3626800001,LIXILG00001,NMMA,2022,0,0,-29000000,0,0,-10000000,0,0,0,0,-9300000,-6900000,-57000000,-4200000,-2200000,0,0,"$4,408.85 "
4240,US2371941053,DARDEN00001,FOOD,2022,0,0,-4900000,0,0,-2200000,0,0,0,0,-830000,-810000,-48000000,-640000,-590000,0,0,"$18,478.52 "
4247,JP3854600008,HONDAM00001,TRAN,2022,0,0,-210000000,0,0,-81000000,0,-47000000,-23000000,0,-48000000,-49000000,-310000000,-35000000,-16000000,0,0,"$36,554.52 "
4254,JP3942400007,ASTELL00001,PILL,2022,0,0,-8700000,0,0,-3300000,0,0,0,0,-2300000,-2100000,-9600000,-1400000,-690000,0,0,"$25,378.36 "
4261,JP3551500006,DENSOC00001,TRAN,2022,0,0,-18000000,0,0,-6400000,0,0,0,0,-4000000,-4100000,-92000000,-3000000,-1300000,0,0,"$21,678.64 "
4268,FR0000125338,CAPGEM00001,CONS,2022,0,0,-720000,0,0,-270000,0,0,0,0,-140000,-150000,-4500000,-120000,-60000,0,0,"$30,422.15 "
4275,HU0000123096,RICHTE00001,PILL,2022,0,0,-2000000,0,0,-740000,0,0,0,0,-530000,-470000,-6500000,-320000,-160000,0,0,"$3,179.13 "
4282,GB0009895292,ASTRAZ00001,PILL,2022,0,0,-7300000,0,0,-990000,0,-550000000,-280000000,0,-600000,-990000,-24000000,-1300000,-240000,0,0,"$218,907.35 "
4289,JP3228600007,KANSAI00001,GENE,2022,0,0,-190000000,0,0,-22000000,0,0,0,0,-220000000,-82000000,-1200000000,-9000000,-4400000,0,0,"$6,700.69 "
4296,CNE1000015L5,LINGYI00001,FMMA,2022,0,0,-2500000,0,0,-1800000,0,0,0,0,-290000,-290000,-23000000,-200000,-540000,0,0,"$2,118.65 "
4303,JP3201200007,OLYMPU00001,OTMA,2022,0,0,-1300000,0,0,-54000,0,0,0,0,-32000,-130000,-5200000,-250000,-18000,0,0,"$20,890.38 "
4310,INE484J01027,GODREJ00003,BLDG,2022,0,0,-67000,0,0,-41000,0,0,0,0,-180,-2700,-170000,-5200,-14000,0,0,"$1,694.80 "
4317,US9182041080,VFCORP00001,CLOT,2022,0,0,-7200000,0,0,-1200000,0,0,0,0,-560000,-1000000,-6500000,-1300000,-270000,0,0,"$8,249.87 "
4324,JP3670800006,NISSAN00002,PERF,2022,0,0,-5100000,0,0,-1900000,0,0,0,0,-200000,-430000,-18000000,-660000,-600000,0,0,"$5,003.17 "
4331,INE259A01022,COLGAT00003,WASH,2022,0,0,-61000,0,0,-42000,0,-1400000,-700000,0,-5900,-6300,-1600000,-4800,-13000,0,0,"$2,514.97 "
4338,KYG211461085,CHOWTA00001,CONG,2022,0,0,-160000,0,0,-120000,0,0,0,0,-30000,-18000,-2900000,-8500,-38000,0,0,"$3,512.22 "
4345,INE154A01025,ITCXXX00001,CONG,2022,0,0,-6100000,0,0,-5700000,0,-89000000,-44000000,0,-560000,-200000,-70000000,-8200,-1900000,0,0,"$37,061.99 "
4352,AU000000QAN2,QANTAS00001,AIRL,2022,0,0,-1400000,0,0,-170000,0,0,0,0,-1600000,-600000,-230000000,-61000,-38000,0,0,"$7,939.07 "
4359,SG2D18969584,MAPLET00001,RESS,2022,0,0,-730000,0,0,-200000,0,0,0,0,-34000,-79000,-1500000,-110000,-58000,0,0,"$2,994.81 "
4366,GB0000456144,ANTOFA00001,MOMI,2022,0,0,-52000000,0,0,-15000000,0,0,0,0,-15000000,-11000000,-120000000,-7800000,-3500000,0,0,"$6,760.57 "
4373,US2538681030,DIGITA00001,RESS,2022,0,0,-1500000,0,0,-360000,0,0,0,0,-48000,-150000,-170000000,-240000,-110000,0,0,"$26,086.05 "
4380,US9314271084,WALGRE00001,WHRE,2022,0,0,-25000000,0,0,-9100000,0,-20000000,-10000000,0,-5100000,-5500000,-86000000,-4100000,-1900000,0,0,"$25,207.78 "
4387,SE0012673267,EVOLUT00001,ENTE,2022,0,0,-400000,0,0,-110000,0,-120000,-58000,0,-54000,-70000,-380000,-70000,-24000,0,0,"$23,228.92 "
4394,JP3371200001,SHINET00001,PERF,2022,0,0,-70000000,0,0,-23000000,0,0,0,0,-9900000,-12000000,-320000000,-11000000,-5600000,0,0,"$51,922.67 "
4401,JP3538800008,TDKCOR00001,EEMA,2022,0,0,-5500000,0,0,-3400000,-1800000,-1800000,-890000,0,-530000,-590000,-100000000,-510000,-1000000,0,0,"$12,720.89 "
4408,GB00BFMBMT84,SENSAT00001,EEMA,2022,0,0,-1000000,0,0,-83000,0,0,0,0,-15000,-100000,-8400000,-190000,-28000,0,0,"$7,158.16 "
4415,JP3888300005,MITSUI00003,PERF,2022,0,0,-100000000,0,0,-12000000,0,0,0,0,-6200000,-12000000,-350000000,-18000000,-3300000,0,0,"$3,981.49 "
4422,JP3435000009,SONYCO00001,CONG,2022,0,0,-2200000,0,0,-1000000,0,0,0,0,-990000,-530000,-79000000,-200000,-280000,0,0,"$112,533.73 "
4429,JP3381000003,NIPPON00001,IRON,2022,0,0,-1000000000,0,0,-37000000,0,0,0,0,-630000000,-270000000,-5200000000,-110000000,-12000000,0,0,"$17,323.24 "
4436,NL0000379121,RANDST00001,CONS,2022,0,0,-1700000,0,0,-680000,0,0,0,0,-430000,-420000,-3800000,-290000,-140000,0,0,"$6,497.18 "
4443,GB00BLJNXL82,BERKEL00001,RESS,2022,0,0,-320000,0,0,-120000,0,0,0,0,-84000,-78000,-530000,-53000,-25000,0,0,"$5,616.08 "
4450,US5380341090,LIVENA00001,RECR,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$9,982.26 "
4457,INE414G01012,MUTHOO00001,FINS,2022,0,0,-120000,0,0,-100000,0,0,0,0,-8900,-8900,-350000,-6100,-32000,0,0,"$1,351.05 "
4464,US96145D1054,WESTRO00001,LOGS,2022,0,0,-390000000,0,0,-170000000,0,0,0,0,-120000000,-96000000,-600000000,-58000000,-36000000,0,0,"$7,619.72 "
4471,LU0383812293,REINET00001,FINS,2022,0,0,-8800,0,0,-3900,0,0,0,0,-2100,-2100,-84000,-1400,-820,0,0,"$2,813.01 "
4478,CNE1000019R4,JIANGS00006,FMMA,2022,0,0,-510000,0,0,-140000,0,0,0,0,-82000,-97000,-2100000,-88000,-30000,0,0,"$3,842.21 "
4485,JP3500610005,RESONA00001,FINS,2022,0,0,-130000,0,0,-48000,0,-2600000000,-860000000,0,-48000,-34000,-3200000,-18000,-9900,0,0,"$10,159.42 "
4492,CA5503721063,LUNDIN00002,MOMI,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$5,127.05 "
4499,SA1510P1UMH1,DRSULA00001,HOSP,2022,0,0,-130000,0,0,-49000,0,0,0,0,-51000,-35000,-900000,-19000,-10000,0,0,"$6,124.41 "
4505,US8581191009,STEELD00001,IRON,2022,0,0,-56000000,0,0,-5900000,0,0,0,0,-64000000,-24000000,-480000000,-2500000,-1300000,0,0,"$16,812.16 "
4512,US87612E1064,TARGET00001,WHRE,2022,0,0,-20000000,0,0,-8100000,0,0,0,0,-4800000,-4800000,-110000000,-3300000,-1600000,0,0,"$73,844.97 "
4519,US25754A2015,DOMINO00001,FOOD,2022,0,0,-2800000,0,0,-1100000,0,0,0,0,-770000,-710000,-11000000,-460000,-230000,0,0,"$11,623.29 "
4526,DK0010181759,CARLSB00001,BEVM,2022,0,0,-9500000,0,0,-4900000,0,0,0,0,-1700000,-1500000,-30000000,-1100000,-1400000,0,0,"$15,209.72 "
4533,US60770K1079,MODERN00001,PILL,2022,0,0,-13000000,0,0,-4000000,0,-110000000,-57000000,0,-2200000,-2500000,-6300000,-2200000,-870000,0,0,"$52,832.74 "
4540,US64110D1046,NETAPP00001,ITIS,2022,0,0,-17000,0,0,-11000,0,0,0,0,-8300,-2800,-2300000,-44,-3600,0,0,"$14,149.30 "
4547,GB00B02J6398,ADMIRA00001,FINS,2022,0,0,-49000,0,0,-24000,0,0,0,0,-10000,-10000,-190000,-7100,-5600,0,0,"$5,467.34 "
4554,CH0311864901,VATGRO00001,FMMA,2022,0,0,-540000,0,0,-200000,0,0,0,0,-120000,-120000,-1100000,-92000,-41000,0,0,"$9,387.34 "
4561,AT0000937503,VOESTA00001,IRON,2022,0,0,-140000000,0,0,-12000000,0,0,0,0,-110000000,-44000000,-820000000,-14000000,-2600000,0,0,"$3,921.95 "
4568,DK0060636678,TRYGXX00001,FINS,2022,0,0,-24000,0,0,-16000,0,0,0,0,-3100,-3100,-220000,-2100,-4800,0,0,"$7,180.62 "
4575,INE326A01037,LUPINX00001,PILL,2022,0,0,-4900000,0,0,-1800000,0,-130000000,-66000000,0,-990000,-1000000,-31000000,-770000,-410000,0,0,"$1,981.43 "
4582,US09260D1072,BLACKS00001,FINS,2022,0,0,-300000,0,0,-120000,0,0,0,0,-76000,-74000,-860000,-49000,-25000,0,0,"$59,700.97 "
4589,US00766T1007,AECOMX00001,CONS,2022,0,0,-2800000,0,0,-1100000,0,0,0,0,-660000,-670000,-3900000,-450000,-240000,0,0,"$11,444.04 "
4596,ES0127797019,EDPREN00001,REEN,2022,0,0,-39000,0,0,-16000,0,0,0,0,-10000,-9800,-1600000,-6500,-3200,0,0,"$6,653.66 "
4603,INE663F01024,INFOED00001,ITIS,2022,0,0,-22000,0,0,-18000,0,-13000000,-6300000,0,-1800,-1700,-300000,-1100,-5700,0,0,"$3,200.85 "
4610,JP3890310000,MSADIN00001,FINS,2022,0,0,-3600000,0,0,-1500000,0,0,0,0,-1000000,-900000,-11000000,-570000,-310000,0,0,"$12,800.79 "
4617,CA8787422044,TECKRE00001,MOMI,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$22,818.86 "
4624,GB0005603997,LEGALG00001,FINS,2022,0,0,-14000000,0,0,-5900000,0,0,0,0,-3500000,-3500000,-8600000,-2400000,-1200000,0,0,"$18,466.48 "
4631,FR0000120172,CARREF00001,WHRE,2022,0,0,-43000000,0,0,-16000000,0,0,0,0,-9000000,-9600000,-78000000,-7200000,-3200000,0,0,"$12,021.96 "
4638,GRS260333000,OTEHEL00001,ITIS,2022,0,0,-330000,0,0,-150000,0,0,0,0,-83000,-77000,-15000000,-49000,-34000,0,0,"$2,690.40 "
4645,INE081A01020,TATAST00001,IRON,2022,0,0,-270000000,0,0,-11000000,0,0,0,0,-380000000,-130000000,-3900000000,-3700000,-2900000,0,0,"$10,473.59 "
4652,JP3174410005,OJIHOL00001,PAPM,2022,0,0,-330000000,0,0,-34000000,0,0,0,0,-310000000,-120000000,-420000000,-23000000,-7700000,0,0,"$3,048.08 "
4659,GB00B19NLV48,EXPERI00001,FINS,2022,0,0,-160000,0,0,-75000,0,0,0,0,-35000,-35000,-1200000,-24000,-17000,0,0,"$31,081.23 "
4666,US05352A1007,AVANTO00001,CONG,2022,0,0,-1300000,0,0,-620000,0,0,0,0,-310000,-310000,-3400000,-210000,-140000,0,0,"$13,579.21 "
4673,CA7751092007,ROGERS00001,ITIS,2022,0,0,-130000,0,0,-57000,0,0,0,0,-34000,-33000,-6400000,-22000,-12000,0,0,"$17,264.41 "
4680,GB00B1FH8J72,SEVERN00001,WATE,2022,0,0,-4500000,0,0,-630000,0,-75000000,-37000000,0,-4800000,-1900000,-18000000,-250000,-130000,0,0,"$8,521.48 "
4687,GB00BN7SWP63,GLAXOS00001,PILL,2022,0,0,-9100000,0,0,-3500000,0,0,0,0,-1900000,-2000000,-47000000,-1500000,-730000,0,0,"$74,602.70 "
4694,GB00BPQY8M80,AVIVAX00001,FINS,2022,0,0,-210000,0,0,-90000,0,-2300000000,-770000000,0,-57000,-53000,-890000,-34000,-19000,0,0,"$13,609.92 "
4701,NL0000235190,AIRBUS00001,TRAN,2022,0,0,-25000000,0,0,-7000000,0,0,0,0,-4300000,-5000000,-52000000,-4400000,-1400000,0,0,"$81,744.55 "
4708,US4385161066,HONEYW00001,EEMA,2022,0,0,-9900000,0,0,-3600000,0,0,0,0,-1900000,-2000000,-120000000,-1600000,-780000,0,0,"$131,191.25 "
4715,US3696043013,GENERA00001,CONG,2022,0,0,-120000000,0,0,-51000000,0,0,0,0,-30000000,-30000000,-140000000,-20000000,-10000000,0,0,"$103,215.12 "
4722,GB00BD6K4575,COMPAS00001,FOOD,2022,0,0,-45000000,0,0,-10000000,0,0,0,0,-2700000,-5300000,-20000000,-7400000,-2900000,0,0,"$44,053.29 "
4729,US8666741041,SUNCOM00001,RESS,2022,0,0,-4200000,0,0,-1800000,0,0,0,0,-880000,-910000,-11000000,-650000,-420000,0,0,"$16,635.87 "
4736,CH0244767585,UBSGRO00001,FINS,2022,0,0,-1700000,0,0,-730000,0,-5000000000,-1700000000,0,-430000,-420000,-6600000,-280000,-150000,0,0,"$66,893.11 "
4743,US6934751057,PNCFIN00001,FINS,2022,0,0,-550000,0,0,-240000,0,-9800000000,-3300000000,0,-130000,-130000,-15000000,-86000,-53000,0,0,"$48,503.82 "
4750,IE0004927939,KINGSP00001,NMMA,2022,0,0,-12000000,0,0,-5000000,0,0,0,0,-3100000,-3000000,-27000000,-2000000,-990000,0,0,"$10,036.53 "
4757,US92345Y1064,VERISK00001,ITIS,2022,0,0,-84000,0,0,-38000,0,0,0,0,-22000,-20000,-830000,-13000,-8500,0,0,"$29,386.02 "
4764,CH0012032048,ROCHEH00001,PILL,2022,0,0,-6000000,0,0,-1900000,0,0,0,0,-730000,-970000,-20000000,-960000,-460000,0,0,"$215,716.94 "
4765,CH0012032048,ROCHEH00001,PILL,2022,0,0,-6000000,0,0,-1900000,0,0,0,0,-730000,-970000,-20000000,-960000,-460000,0,0,"$9,566.50 "
4766,CH0012032048,ROCHEH00001,PILL,2022,0,0,-6000000,0,0,-1900000,0,0,0,0,-730000,-970000,-20000000,-960000,-460000,0,0,"$215,716.94 "
4767,CH0012032048,ROCHEH00001,PILL,2022,0,0,-6000000,0,0,-1900000,0,0,0,0,-730000,-970000,-20000000,-960000,-460000,0,0,"$9,566.50 "
4792,US9285634021,VMWARE00001,ITIS,2022,0,0,-180000,0,0,-85000,0,0,0,0,-38000,-38000,-3400000,-26000,-20000,0,0,"$27,112.76 "
4799,BMG653181005,NINEDR00001,PAPM,2022,0,0,-130000000,0,0,-18000000,0,0,0,0,-170000000,-57000000,-720000000,-1100000,-5900000,0,0,"$1,193.24 "
4806,JP3197800000,OMRONC00001,EEMA,2022,0,0,-480000,0,0,-91000,-2700000,-2700000,-1300000,0,-6700,-42000,-7800000,-78000,-30000,0,0,"$9,494.29 "
4813,ES0109067019,AMADEU00001,ITIS,2022,0,0,-9600,0,0,-7300,0,0,0,0,-710,-710,-630000,-550,-2300,0,0,"$30,364.41 "
4820,INE067A01029,CGPOWE00001,FMMA,2022,0,0,-300000,0,0,-86000,0,0,0,0,-49000,-58000,-1200000,-52000,-18000,0,0,"$2,142.70 "
4827,US8718291078,SYSCOC00001,WHRE,2022,0,0,-28000000,0,0,-11000000,0,0,0,0,-7300000,-7000000,-90000000,-4600000,-2300000,0,0,"$37,225.28 "
4834,US09061G1013,BIOMAR00001,PILL,2022,0,0,-1400000,0,0,-430000,0,-1400000,-690000,0,-230000,-270000,-2800000,-230000,-93000,0,0,"$18,086.71 "
4841,US23331A1097,HORTON00001,BLDG,2022,0,0,-22000000,0,0,-7400000,0,0,0,0,-6800000,-5400000,-17000000,-3500000,-1500000,0,0,"$29,659.19 "
4848,JP3639650005,PANPAC00001,WHRE,2022,0,0,-6900000,0,0,-2500000,0,0,0,0,-1600000,-1600000,-28000000,-1200000,-510000,0,0,"$7,350.29 "
4855,CH0038863350,NESTLE00001,FOMA,2022,0,0,-380000000,0,0,-160000000,0,0,0,0,-86000000,-84000000,-360000000,-58000000,-36000000,0,0,"$338,744.27 "
4862,JP3595200001,TOSOHC00001,PERF,2022,0,0,-5800000,0,0,-230000,0,0,0,0,-7200000,-2600000,-430000000,-200000,-46000,0,0,"$3,275.29 "
4869,NL0015000IY2,UNIVER00005,ENTE,2022,0,0,-1400000,0,0,-140000,0,0,0,0,-1700,-120000,-910000,-250000,-47000,0,0,"$22,012.60 "
4876,AU000000SGP0,STOCKL00001,RESS,2022,0,0,-540000,0,0,-250000,0,0,0,0,-68000,-81000,-3200000,-72000,-69000,0,0,"$6,742.58 "
4883,US8636671013,STRYKE00001,OTMA,2022,0,0,-6300000,0,0,-1600000,0,0,0,0,-910000,-1200000,-12000000,-1100000,-340000,0,0,"$102,980.49 "
4890,GB00BJFFLV09,CRODAI00001,WASH,2022,0,0,-5100000,0,0,-2000000,0,0,0,0,-1100000,-1100000,-8100000,-820000,-440000,0,0,"$11,754.49 "
4897,INE030A01027,HINDUS00001,CONG,2022,0,0,-370000,0,0,-340000,0,-10000000,-5000000,0,-30000,-14000,-8000000,-3800,-110000,0,0,"$27,538.65 "
4904,FR0000120271,TOTALX00001,OGES,2022,0,0,-64000000,0,0,-12000000,0,0,0,0,-2900000,-6700000,-1900000000,-11000000,-3600000,0,0,"$147,578.25 "
4911,CA25675T1075,DOLLAR00003,WHRE,2022,0,0,-1400000,0,0,-590000,0,0,0,0,-340000,-350000,-5000000,-240000,-120000,0,0,"$17,493.40 "
4918,FI0009005987,UPMKYM00001,PAPM,2022,0,0,-290000000,0,0,-17000000,0,0,0,0,-110000000,-57000000,-280000000,-41000000,-4900000,0,0,"$16,721.78 "
4925,PTGAL0AM0009,GALPEN00001,OGES,2022,0,0,-13000000,0,0,-1800000,0,0,0,0,-1100000,-1700000,-170000000,-2200000,-460000,0,0,"$5,772.67 "
4932,US67066G1040,NVIDIA00001,EEMA,2022,0,0,-190000,0,0,-87000,0,0,0,0,-5600,-13000,-6700000,-21000,-29000,0,0,"$634,115.89 "
4939,US02043Q1076,ALNYLA00001,PILL,2022,0,0,-180000,0,0,-77000,0,-750000000,-380000000,0,-47000,-45000,-1100000,-29000,-16000,0,0,"$25,202.87 "
4946,US91879Q1094,VAILRE00001,FOOD,2022,0,0,-460000,0,0,-190000,0,0,0,0,-120000,-90000,-10000000,-59000,-49000,0,0,"$9,770.07 "
4953,CA8029121057,SAPUTO00001,DASP,2022,0,0,-19000000,0,0,-6000000,0,0,0,0,-3600000,-3800000,-57000000,-3100000,-1300000,0,0,"$6,267.18 "
4960,US74762E1029,QUANTA00002,INDE,2022,0,0,-200000,0,0,-2900,0,0,0,0,-290000,-96000,-41000000,-620,-960,0,0,"$23,562.14 "
4967,GB00BM8Q5M07,JDSPOR00001,WHRE,2022,0,0,-7600000,0,0,-1900000,0,0,0,0,-1100000,-1400000,-6900000,-1300000,-400000,0,0,"$5,189.22 "
4974,US59522J1034,MIDAME00001,RESS,2022,0,0,-3600000,0,0,-1600000,0,-4100000,-2100000,0,-690000,-730000,-8100000,-540000,-370000,0,0,"$17,028.89 "
4981,JP3695200000,NGKINS00001,NMMA,2022,0,0,-6600000,0,0,-2500000,0,0,0,0,-1600000,-1500000,-47000000,-1100000,-530000,0,0,"$3,056.54 "
4988,INE726G01019,ICICIP00001,FINS,2022,0,0,-52000,0,0,-50000,0,0,0,0,-1300,-540,-1700000,-190,-17000,0,0,"$1,919.07 "
4995,INE001A01036,HOUSIN00001,FINS,2022,0,0,-400000,0,0,-170000,0,0,0,0,-99000,-97000,-930000,-64000,-36000,0,0,"$62,417.16 "
5002,CNE000000HT1,TIANMA00001,EEMA,2022,0,0,-6000000,0,0,-5000000,0,0,0,0,-55000,-130000,-8500000,-210000,-1700000,0,0,"$1,507.92 "
5009,US29355A1079,ENPHAS00001,EEMA,2022,0,0,-500000,0,0,-190000,-1700000,-1700000,-840000,0,-82000,-90000,-700000,-76000,-45000,0,0,"$27,725.84 "
5016,INE009A01021,INFOSY00001,ITIS,2022,0,0,-360000,0,0,-170000,0,-130000000,-63000000,0,-77000,-76000,-3100000,-51000,-41000,0,0,"$60,005.78 "
5023,JP3547670004,PERSOL00001,CONS,2022,0,0,-1800000,0,0,-750000,0,0,0,0,-430000,-430000,-4800000,-290000,-150000,0,0,"$3,725.02 "
5030,US30063P1057,EXACTS00001,HOSP,2022,0,0,-160000000,0,0,-160000,0,-320000000,-160000000,0,-96000,-96000,-1500000,-64000,-32000,0,0,"$11,783.69 "
5037,JP3814000000,FUJIFI00001,EEMA,2022,0,0,-14000000,0,0,-2600000,-7500000,-7500000,-3700000,0,-1100000,-1700000,-56000000,-2200000,-730000,0,0,"$17,301.76 "
5044,NL0006294274,EURONE00001,FINS,2022,0,0,-34000,0,0,-15000,0,0,0,0,-8300,-8200,-340000,-5500,-3100,0,0,"$7,006.08 "
5051,INE397D01024,BHARTI00001,ITIS,2022,0,0,-25000,0,0,-9500,0,0,0,0,-22000,-7500,-50000000,-42,-3200,0,0,"$23,135.35 "
5058,NL0000008977,HEINEK00002,BEVM,2022,0,0,-15000000,0,0,-8800000,0,0,0,0,-1400000,-1400000,-110000000,-1400000,-2800000,0,0,"$10,606.03 "
5065,US79466L3024,SALESF00001,ITIS,2022,0,0,-820000,0,0,-340000,0,0,0,0,-230000,-210000,-14000000,-130000,-70000,0,0,"$187,874.70 "
5072,US0152711091,ALEXAN00001,RESS,2022,0,0,-470000,0,0,-200000,0,0,0,0,-100000,-100000,-15000000,-71000,-48000,0,0,"$20,279.97 "
5079,JP3573000001,TOKYOG00001,OGES,2022,0,0,-70000000,0,0,-29000000,0,0,0,0,-18000000,-18000000,-200000000,-12000000,-5800000,0,0,"$6,994.95 "
5086,JP3933800009,YAHOOJ00001,ITIS,2022,0,0,-2100000,0,0,-870000,0,0,0,0,-530000,-520000,-7900000,-340000,-180000,0,0,"$7,429.43 "
5093,AU000000GMG2,GOODMA00001,RESS,2022,0,0,-270000,0,0,-120000,0,0,0,0,-54000,-56000,-1700000,-40000,-30000,0,0,"$23,825.08 "
5100,JP3347200002,SHIONO00001,PILL,2022,0,0,-1100000,0,0,-380000,0,0,0,0,-240000,-240000,-3700000,-180000,-81000,0,0,"$10,952.05 "
5107,FR0000133308,ORANGE00001,ITIS,2022,0,0,-1200000,0,0,-530000,0,0,0,0,-370000,-310000,-71000000,-190000,-110000,0,0,"$21,849.15 "
5114,SE0011090018,HOLMEN00001,PAPM,2022,0,0,-8900000,0,0,-630000,0,0,0,0,-210000,-950000,-6800000,-1700000,-180000,0,0,"$3,452.82 "
5121,CNE100001617,BEIJIN00007,ENTE,2022,0,0,-30000,0,0,-7900,0,0,0,0,-3900,-5100,-130000,-5100,-1800,0,0,"$1,763.72 "
5128,INE335Y01020,INDIAN00005,CONS,2022,0,0,-52000,0,0,-21000,0,-3500000,-1800000,0,-12000,-12000,-140000,-8500,-4400,0,0,"$2,177.41 "
5135,AU000000SUN6,SUNCOR00002,FINS,2022,0,0,-270000,0,0,-120000,0,0,0,0,-65000,-64000,-930000,-42000,-25000,0,0,"$10,647.52 "
5142,SA13L050IE10,NATION00007,FINS,2022,0,0,-360000,0,0,-210000,0,-5300000000,-1800000000,0,-65000,-64000,-2500000,-43000,-56000,0,0,"$29,427.94 "
5149,TH0528010R18,DELTAE00003,EEMA,2022,0,0,-850000,0,0,-44000,-560000,-560000,-280000,0,-1100000,-380000,-3000000,-11000,-13000,0,0,"$34,490.65 "
5156,CH0013841017,LONZAG00001,PILL,2022,0,0,-15000000,0,0,-5600000,0,0,0,0,-1900000,-2400000,-32000000,-2300000,-1500000,0,0,"$48,937.33 "
5163,CA0084741085,AGNICO00001,MOMI,2022,0,0,-6400000,0,0,-2000000,0,0,0,0,-1200000,-1200000,-59000000,-1000000,-470000,0,0,"$26,574.52 "
5170,JP3733000008,NECCOR00001,ITIS,2022,0,0,-8700000,0,0,-3600000,0,0,0,0,-2200000,-2100000,-22000000,-1400000,-740000,0,0,"$9,245.35 "
5177,JP3877600001,MARUBE00001,CONG,2022,0,0,-68000000,0,0,-30000000,0,0,0,0,-16000000,-16000000,-81000000,-11000000,-6300000,0,0,"$22,627.65 "
5184,GB00BYW0PQ60,LANDSE00001,RESS,2022,0,0,-87000,0,0,-16000,0,0,0,0,-5200,-9500,-1300000,-14000,-4700,0,0,"$5,915.88 "
5191,JP3893200000,MITSUI00002,RESS,2022,0,0,-1800000,0,0,-530000,0,0,0,0,-280000,-310000,-28000000,-280000,-130000,0,0,"$15,381.70 "
5198,KYG1674K1013,BUDWEI00001,BEVM,2022,0,0,-4400000,0,0,-3800000,0,0,0,0,-570000,-230000,-24000000,-54000,-1300000,0,0,"$5,262.64 "
5204,US2786421030,EBAYXX00001,ITIS,2022,0,0,-140000,0,0,-62000,0,-1100000000,-530000000,0,-32000,-31000,-2200000,-21000,-14000,0,0,"$23,307.59 "
5211,JP3351100007,SYSMEX00001,OTMA,2022,0,0,-400000,0,0,-130000,0,0,0,0,-71000,-70000,-1500000,-60000,-34000,0,0,"$10,103.46 "
